,CODIGOCIE,ESCOLA,DIRETORIA,MUNICIPIO,SERIE,IDPort,IDMat,IndDesemp,IndFluxo,IDESP,META,ORDEM,_REGICAO_NOME,_ANO,_DIRETORIA_ID,_MUNICIPIO_ID
16753,026918,SILVIO MIOTTO,FERNANDOPOLIS,ESTRELA D'OESTE,3º ANO EM,"3,6210","2,8250","3,22","0,9771","3,15","3,32",3,INTERIOR,2019,20702,301
16754,028186,SATURNINO ANTONIO ROSA,CATANDUVA,EMBAUBA,9º ANO EF,"4,7623","4,1663","4,46","0,9899","4,41","4,57",2,INTERIOR,2019,20701,723
16755,028186,SATURNINO ANTONIO ROSA,CATANDUVA,EMBAUBA,3º ANO EM,"3,5713","2,6190","3,10","1,0000","3,10","3,27",3,INTERIOR,2019,20701,723
16756,028174,ELMIRA GOULART PEREIRA PROFESSORA,CATANDUVA,CAJOBI,3º ANO EM,"3,5250","2,8937","3,21","1,0000","3,21","3,38",3,INTERIOR,2019,20701,242
16757,027005,DONATO MARCELO BALBO,FERNANDOPOLIS,MERIDIANO,9º ANO EF,"4,8713","5,2137","5,04","0,9906","4,99","5,09",2,INTERIOR,2019,20702,444
16758,027005,DONATO MARCELO BALBO,FERNANDOPOLIS,MERIDIANO,3º ANO EM,"4,5537","3,0080","3,78","1,0000","3,78","3,90",3,INTERIOR,2019,20702,444
16759,021155,MANOEL DA COSTA NEVES PROFESSOR,CAPIVARI,RIO DAS PEDRAS,3º ANO EM,"3,7067","1,8953","2,80","0,9121","2,55","2,82",3,INTERIOR,2019,20419,588
16760,018417,PATRIARCA DA INDEPENDENCIA,CAMPINAS OESTE,VINHEDO,9º ANO EF,"3,7030","2,9737","3,34","1,0000","3,34","3,59",2,INTERIOR,2019,20404,714
16761,018417,PATRIARCA DA INDEPENDENCIA,CAMPINAS OESTE,VINHEDO,3º ANO EM,"4,1080","2,7890","3,45","0,9134","3,15","3,32",3,INTERIOR,2019,20404,714
16762,919469,LUCIA GISSI CERASO PROFA,FRANCA,FRANCA,5º ANO EF,"7,5507","5,8507","6,70","0,9828","6,58","6,62",1,INTERIOR,2019,20504,310
16763,017796,JOSE TAVARES PROFESSOR,BRAGANCA PAULISTA,TUIUTI,3º ANO EM,"3,7500","1,8833","2,82","0,9679","2,73","3,21",3,INTERIOR,2019,20403,771
16764,030247,OCTAVIANO CARDOSO,BIRIGUI,TURIUBA,9º ANO EF,"3,7500","3,5417","3,65","1,0000","3,65","3,88",2,INTERIOR,2019,20803,699
16765,030247,OCTAVIANO CARDOSO,BIRIGUI,TURIUBA,3º ANO EM,"4,6150","2,1427","3,38","0,9545","3,23","3,76",3,INTERIOR,2019,20803,699
16766,030181,MARIA MATHILDE CASTEIN CASTILHO PROFESSORA,BIRIGUI,GLICERIO,9º ANO EF,"4,3750","3,6037","3,99","0,9788","3,91","4,11",2,INTERIOR,2019,20803,319
16767,030181,MARIA MATHILDE CASTEIN CASTILHO PROFESSORA,BIRIGUI,GLICERIO,3º ANO EM,"2,9823","1,4293","2,21","1,0000","2,21","2,43",3,INTERIOR,2019,20803,319
16768,030211,ANTONIO KASSAWARA KATUTOK,BIRIGUI,GABRIEL MONTEIRO,9º ANO EF,"5,7577","7,2730","6,52","1,0000","6,52","6,53",2,INTERIOR,2019,20803,313
16769,030211,ANTONIO KASSAWARA KATUTOK,BIRIGUI,GABRIEL MONTEIRO,3º ANO EM,"6,2750","5,2940","5,78","1,0000","5,78","5,79",3,INTERIOR,2019,20803,313
16770,030260,JOSE MARIA DOS REIS DOUTOR,BIRIGUI,COROADOS,9º ANO EF,"4,2163","3,1530","3,68","0,9918","3,65","4,03",2,INTERIOR,2019,20803,273
16771,030260,JOSE MARIA DOS REIS DOUTOR,BIRIGUI,COROADOS,3º ANO EM,"4,0477","2,3527","3,20","0,9835","3,15","3,32",3,INTERIOR,2019,20803,273
16772,047053,JULIA CALHAU RODRIGUES PROFESSORA,CAMPINAS LESTE,JAGUARIUNA,3º ANO EM,"3,4790","2,0530","2,77","1,0000","2,77","2,97",3,INTERIOR,2019,20417,395
16773,016615,RENATO ANGELINI PROF,BOTUCATU,TORRE DE PEDRA,9º ANO EF,"4,9997","4,8147","4,91","1,0000","4,91","5,02",2,INTERIOR,2019,20303,770
16774,016615,RENATO ANGELINI PROF,BOTUCATU,TORRE DE PEDRA,3º ANO EM,"4,2430","2,7273","3,49","1,0000","3,49","3,86",3,INTERIOR,2019,20303,770
16775,030661,TONICO BARAO,FERNANDOPOLIS,GENERAL SALGADO,3º ANO EM,"3,9280","3,5033","3,72","0,9700","3,61","3,74",3,INTERIOR,2019,20702,317
16776,039688,MARIA BENEDITA DE ALMEIDA BAIDA PROFA,BOTUCATU,SAO MANUEL,9º ANO EF,"2,8720","3,3330","3,10","0,9752","3,02","3,66",2,INTERIOR,2019,20303,649
16777,039688,MARIA BENEDITA DE ALMEIDA BAIDA PROFA,BOTUCATU,SAO MANUEL,3º ANO EM,"1,6673","0,9333","1,30","0,9167","1,19","3,21",3,INTERIOR,2019,20303,649
16778,014771,MANUEL JOSE CHAVES DR,BOTUCATU,SAO MANUEL,9º ANO EF,"4,1067","3,0000","3,55","0,9720","3,45","3,81",2,INTERIOR,2019,20303,649
16779,014771,MANUEL JOSE CHAVES DR,BOTUCATU,SAO MANUEL,3º ANO EM,"3,1000","1,8333","2,47","0,9586","2,37","2,72",3,INTERIOR,2019,20303,649
16780,049273,FRANCISCO DE OLIVEIRA FARACO PROF,BOTUCATU,SAO MANUEL,9º ANO EF,"3,3337","2,7393","3,04","0,9954","3,03","3,30",2,INTERIOR,2019,20303,649
16781,049273,FRANCISCO DE OLIVEIRA FARACO PROF,BOTUCATU,SAO MANUEL,3º ANO EM,"2,8300","1,5223","2,18","0,9778","2,13","2,36",3,INTERIOR,2019,20303,649
16782,014965,ATILIO INNOCENTI PROF,BOTUCATU,SAO MANUEL,3º ANO EM,"6,2333","4,6223","5,43","0,9761","5,30","5,31",3,INTERIOR,2019,20303,649
16783,913340,JOSE LOPES VEREADOR,BOTUCATU,QUADRA,3º ANO EM,"2,6673","1,7207","2,19","0,9931","2,17","4,21",3,INTERIOR,2019,20303,780
16784,039697,MARIA APARECIDA JUSTO SALVADOR PROFA,BOTUCATU,PRATANIA,9º ANO EF,"5,1250","7,2917","6,21","0,9803","6,09","6,10",2,INTERIOR,2019,20303,779
16785,039697,MARIA APARECIDA JUSTO SALVADOR PROFA,BOTUCATU,PRATANIA,3º ANO EM,"3,9687","3,8630","3,92","0,9740","3,82","3,93",3,INTERIOR,2019,20303,779
16786,030776,SILVERIO DA CUNHA LACERDA,FERNANDOPOLIS,GENERAL SALGADO,5º ANO EF,"5,8333","5,0000","5,42","1,0000","5,42","6,09",1,INTERIOR,2019,20702,317
16787,030776,SILVERIO DA CUNHA LACERDA,FERNANDOPOLIS,GENERAL SALGADO,9º ANO EF,"3,8097","4,7620","4,29","1,0000","4,29","4,46",2,INTERIOR,2019,20702,317
16788,017802,ADELIO FERRAZ DE CASTRO,BRAGANCA PAULISTA,VARGEM,3º ANO EM,"3,6830","1,9917","2,84","0,8462","2,40","2,62",3,INTERIOR,2019,20403,773
16789,026979,SATURNINO LEON ARROYO,FERNANDOPOLIS,FERNANDOPOLIS,9º ANO EF,"3,0440","3,2680","3,16","0,9250","2,92","3,67",2,INTERIOR,2019,20702,304
16790,026979,SATURNINO LEON ARROYO,FERNANDOPOLIS,FERNANDOPOLIS,3º ANO EM,"1,9387","1,1950","1,57","0,7907","1,24","2,09",3,INTERIOR,2019,20702,304
16791,016559,LUIZ CAMPACCI,BOTUCATU,LARANJAL PAULISTA,9º ANO EF,"4,8290","4,2343","4,53","1,0000","4,53","4,68",2,INTERIOR,2019,20303,412
16792,016559,LUIZ CAMPACCI,BOTUCATU,LARANJAL PAULISTA,3º ANO EM,"4,4687","2,2337","3,35","0,9776","3,27","3,43",3,INTERIOR,2019,20303,412
16793,030193,PIO ANTUNES DE FIGUEIREDO DOUTOR,BIRIGUI,LOURDES,9º ANO EF,"5,6867","4,4447","5,07","1,0000","5,07","5,16",2,INTERIOR,2019,20803,753
16794,030193,PIO ANTUNES DE FIGUEIREDO DOUTOR,BIRIGUI,LOURDES,3º ANO EM,"2,3187","1,8053","2,06","0,9863","2,03","4,05",3,INTERIOR,2019,20803,753
16795,016536,CESARIO CARLOS DE ALMEIDA,BOTUCATU,LARANJAL PAULISTA,9º ANO EF,"4,8483","3,0560","3,95","0,9439","3,73","3,95",2,INTERIOR,2019,20303,412
16796,016536,CESARIO CARLOS DE ALMEIDA,BOTUCATU,LARANJAL PAULISTA,3º ANO EM,"3,4950","2,0737","2,78","0,8226","2,29","3,50",3,INTERIOR,2019,20303,412
16797,014761,NAPOLEAO CORULE,BOTUCATU,PARDINHO,3º ANO EM,"2,8707","1,4613","2,17","0,8306","1,80","2,43",3,INTERIOR,2019,20303,507
16798,905604,MARIA JOSE DE AGUIAR ZEPPELINI PROFESSORA,CAPIVARI,RIO DAS PEDRAS,9º ANO EF,"4,0327","2,7160","3,37","0,9372","3,16","3,42",2,INTERIOR,2019,20419,588
16799,905604,MARIA JOSE DE AGUIAR ZEPPELINI PROFESSORA,CAPIVARI,RIO DAS PEDRAS,3º ANO EM,"3,9677","2,3807","3,17","0,9030","2,86","3,45",3,INTERIOR,2019,20419,588
16800,017700,CELSO HENRIQUE TOZZI PROFESSOR,CAMPINAS LESTE,JAGUARIUNA,3º ANO EM,"4,6737","3,4397","4,06","0,9856","4,00","4,10",3,INTERIOR,2019,20417,395
16801,910036,INAH LOPES DE OLIVEIRA MACEDO PROFA,BOTUCATU,ITATINGA,9º ANO EF,"4,9767","4,1787","4,58","0,9900","4,53","4,68",2,INTERIOR,2019,20303,383
16802,910036,INAH LOPES DE OLIVEIRA MACEDO PROFA,BOTUCATU,ITATINGA,3º ANO EM,"3,8893","2,0327","2,96","0,9005","2,67","3,12",3,INTERIOR,2019,20303,383
16803,014448,DANUZIA DE SANTI PROFA,BOTUCATU,ITATINGA,9º ANO EF,"4,8890","6,2717","5,58","1,0000","5,58","5,62",2,INTERIOR,2019,20303,383
16804,014448,DANUZIA DE SANTI PROFA,BOTUCATU,ITATINGA,3º ANO EM,"3,4233","2,3597","2,89","0,8812","2,55","3,03",3,INTERIOR,2019,20303,383
16805,913996,ANNA CALVO DE GODOY PROFESSORA,CAMPINAS LESTE,JAGUARIUNA,3º ANO EM,"3,6123","2,3477","2,98","0,9031","2,69","3,25",3,INTERIOR,2019,20417,395
16806,920642,MARIA DO CARMO RICCI VON ZUBEN PROFESSORA,CAMPINAS OESTE,VINHEDO,3º ANO EM,"4,2277","2,7047","3,47","0,8948","3,10","3,27",3,INTERIOR,2019,20404,714
16807,016445,EGILDO PASCHOALUCCI VEREADOR,BOTUCATU,PEREIRAS,9º ANO EF,"4,0627","3,3847","3,72","0,9921","3,69","3,91",2,INTERIOR,2019,20303,523
16808,016445,EGILDO PASCHOALUCCI VEREADOR,BOTUCATU,PEREIRAS,3º ANO EM,"3,6930","2,0397","2,87","0,9912","2,84","3,03",3,INTERIOR,2019,20303,523
16809,900266,SOPHIA GABRIEL DE OLIVEIRA PROFA,BOTUCATU,BOTUCATU,9º ANO EF,"3,5023","2,8913","3,20","0,9833","3,15","3,41",2,INTERIOR,2019,20303,224
16810,900266,SOPHIA GABRIEL DE OLIVEIRA PROFA,BOTUCATU,BOTUCATU,3º ANO EM,"2,8120","1,5150","2,16","0,9669","2,09","2,61",3,INTERIOR,2019,20303,224
16811,014862,RAYMUNDO CINTRA PROF,BOTUCATU,BOTUCATU,9º ANO EF,"3,2000","2,8397","3,02","0,9796","2,96","3,23",2,INTERIOR,2019,20303,224
16812,014862,RAYMUNDO CINTRA PROF,BOTUCATU,BOTUCATU,3º ANO EM,"0,8890","0,7143","0,80","0,9880","0,79","1,55",3,INTERIOR,2019,20303,224
16813,495311,NAERSON MIRANDA PROFESSOR,BOTUCATU,BOFETE,9º ANO EF,"5,2170","5,2170","5,22","1,0000","5,22","5,30",2,INTERIOR,2019,20303,218
16814,014904,PEDRO AUGUSTO BARRETO PROF,BOTUCATU,AREIOPOLIS,3º ANO EM,"2,6577","1,7950","2,23","0,9362","2,09","2,62",3,INTERIOR,2019,20303,185
16815,014746,VALENTIM DO AMARAL,BOTUCATU,ANHEMBI,3º ANO EM,"3,0160","1,1967","2,11","0,9697","2,05","2,28",3,INTERIOR,2019,20303,172
16816,014801,ANSELMO BERTONCINI,BOTUCATU,BOFETE,3º ANO EM,"4,0000","2,8487","3,42","0,9402","3,22","3,39",3,INTERIOR,2019,20303,218
16817,045640,ISRAEL SCHOBA PROFESSOR,CAMPINAS OESTE,VINHEDO,3º ANO EM,"4,0870","2,3263","3,21","0,9146","2,94","3,19",3,INTERIOR,2019,20404,714
16818,065468,MANOEL PATRÍCIO DO NASCIMENTO PROFESSOR,BOTUCATU,BOTUCATU,9º ANO EF,"3,6423","2,7973","3,22","0,9392","3,02","3,49",2,INTERIOR,2019,20303,224
16819,065468,MANOEL PATRÍCIO DO NASCIMENTO PROFESSOR,BOTUCATU,BOTUCATU,3º ANO EM,"3,1440","1,6960","2,42","0,8421","2,04","2,95",3,INTERIOR,2019,20303,224
16820,014692,ANIZIO FERRAZ GODINHO PROF,BOTUCATU,CONCHAS,9º ANO EF,"3,1823","3,7587","3,47","0,9865","3,42","3,66",2,INTERIOR,2019,20303,271
16821,014692,ANIZIO FERRAZ GODINHO PROF,BOTUCATU,CONCHAS,3º ANO EM,"3,3037","1,8833","2,59","0,9037","2,34","2,56",3,INTERIOR,2019,20303,271
16822,030173,OSWALDO JANUZZI PROFESSOR,BIRIGUI,BURITAMA,9º ANO EF,"5,1753","4,4447","4,81","0,9904","4,76","4,89",2,INTERIOR,2019,20803,230
16823,030173,OSWALDO JANUZZI PROFESSOR,BIRIGUI,BURITAMA,3º ANO EM,"4,8770","3,2073","4,04","0,9867","3,99","4,09",3,INTERIOR,2019,20803,230
16824,030132,ALVARO ALVIM,BIRIGUI,BURITAMA,9º ANO EF,"5,4713","4,6890","5,08","1,0000","5,08","5,17",2,INTERIOR,2019,20803,230
16825,030132,ALVARO ALVIM,BIRIGUI,BURITAMA,3º ANO EM,"4,6297","3,5090","4,07","0,9955","4,05","4,14",3,INTERIOR,2019,20803,230
16826,030259,VICENTE FELICIO PRIMO,BIRIGUI,BIRIGUI,9º ANO EF,"4,6917","5,1287","4,91","1,0000","4,91","5,02",2,INTERIOR,2019,20803,214
16827,446981,TEREZINHA LOT ZIN TELECO PROFESSORA,BIRIGUI,BIRIGUI,9º ANO EF,"3,6560","2,8450","3,25","0,9255","3,01","3,28",2,INTERIOR,2019,20803,214
16828,446981,TEREZINHA LOT ZIN TELECO PROFESSORA,BIRIGUI,BIRIGUI,3º ANO EM,"2,0363","2,2223","2,13","0,8531","1,82","2,09",3,INTERIOR,2019,20803,214
16829,030119,STELIO MACHADO LOUREIRO PROFESSOR,BIRIGUI,BIRIGUI,9º ANO EF,"4,8883","4,1483","4,52","0,9845","4,45","4,71",2,INTERIOR,2019,20803,214
16830,030119,STELIO MACHADO LOUREIRO PROFESSOR,BIRIGUI,BIRIGUI,3º ANO EM,"5,8333","3,1817","4,51","0,9870","4,45","4,51",3,INTERIOR,2019,20803,214
16831,905926,RICARDO PERUZZO PROFESSOR,BIRIGUI,BIRIGUI,9º ANO EF,"4,4677","3,3333","3,90","0,9939","3,88","4,38",2,INTERIOR,2019,20803,214
16832,905926,RICARDO PERUZZO PROFESSOR,BIRIGUI,BIRIGUI,3º ANO EM,"3,8520","2,2220","3,04","0,9825","2,99","3,40",3,INTERIOR,2019,20803,214
16833,030272,REGINA VALARINI VIEIRA PROFA,BIRIGUI,BIRIGUI,9º ANO EF,"4,8067","4,8813","4,84","0,9833","4,76","4,89",2,INTERIOR,2019,20803,214
16834,030272,REGINA VALARINI VIEIRA PROFA,BIRIGUI,BIRIGUI,3º ANO EM,"4,3903","2,3637","3,38","0,8775","2,97","3,15",3,INTERIOR,2019,20803,214
16835,924283,OLIVIA ANGELA FURLANI PROFESSORA,BIRIGUI,BIRIGUI,9º ANO EF,"3,5833","3,3333","3,46","0,9910","3,43","3,67",2,INTERIOR,2019,20803,214
16836,924283,OLIVIA ANGELA FURLANI PROFESSORA,BIRIGUI,BIRIGUI,3º ANO EM,"4,4450","2,0960","3,27","0,9571","3,13","3,30",3,INTERIOR,2019,20803,214
16837,048562,IZABEL DE ALMEIDA MARIN PROFESSORA,BIRIGUI,BIRIGUI,9º ANO EF,"4,9747","5,5047","5,24","0,9979","5,23","5,40",2,INTERIOR,2019,20803,214
16838,048562,IZABEL DE ALMEIDA MARIN PROFESSORA,BIRIGUI,BIRIGUI,3º ANO EM,"4,5980","3,2183","3,91","1,0000","3,91","4,78",3,INTERIOR,2019,20803,214
16839,014953,WALTER CARRER PROF,BOTUCATU,SAO MANUEL,9º ANO EF,"3,1963","2,6267","2,91","0,9167","2,67","2,96",2,INTERIOR,2019,20303,649
16840,014953,WALTER CARRER PROF,BOTUCATU,SAO MANUEL,3º ANO EM,"2,6357","0,8943","1,77","0,8216","1,45","2,31",3,INTERIOR,2019,20303,649
16841,917643,GERACINA DE MENEZES SANCHES PROFESSORA,BIRIGUI,BIRIGUI,9º ANO EF,"3,8890","3,5357","3,71","0,9831","3,65","3,88",2,INTERIOR,2019,20803,214
16842,917643,GERACINA DE MENEZES SANCHES PROFESSORA,BIRIGUI,BIRIGUI,3º ANO EM,"3,7030","1,9873","2,85","0,9480","2,70","2,90",3,INTERIOR,2019,20803,214
16843,913856,ESMERALDA MILANO MARONI PROFESSORA,BIRIGUI,BIRIGUI,9º ANO EF,"3,5227","2,9760","3,25","0,9695","3,15","3,41",2,INTERIOR,2019,20803,214
16844,913856,ESMERALDA MILANO MARONI PROFESSORA,BIRIGUI,BIRIGUI,3º ANO EM,"3,0303","2,4640","2,75","0,9412","2,59","2,80",3,INTERIOR,2019,20803,214
16845,923382,ANTONIO SALES OLIVEIRA PROFESSOR,BIRIGUI,BIRIGUI,9º ANO EF,"4,0683","3,3330","3,70","0,9827","3,64","3,98",2,INTERIOR,2019,20803,214
16846,923382,ANTONIO SALES OLIVEIRA PROFESSOR,BIRIGUI,BIRIGUI,3º ANO EM,"3,1103","1,5940","2,35","0,9717","2,28","2,77",3,INTERIOR,2019,20803,214
16847,014795,LUCIO ANTUNES DE SOUZA DOM,BOTUCATU,BOTUCATU,9º ANO EF,"3,6000","2,8937","3,25","0,9360","3,04","3,42",2,INTERIOR,2019,20303,224
16848,014795,LUCIO ANTUNES DE SOUZA DOM,BOTUCATU,BOTUCATU,3º ANO EM,"2,9703","2,1737","2,57","0,9244","2,38","2,60",3,INTERIOR,2019,20303,224
16849,014886,JOSE PEDRETTI NETTO PROF,BOTUCATU,BOTUCATU,9º ANO EF,"2,4993","2,5000","2,50","0,9271","2,32","2,85",2,INTERIOR,2019,20303,224
16850,014886,JOSE PEDRETTI NETTO PROF,BOTUCATU,BOTUCATU,3º ANO EM,"3,6667","0,6667","2,17","0,7986","1,73","1,97",3,INTERIOR,2019,20303,224
16851,014850,JOAO QUEIROZ MARQUES PROF,BOTUCATU,BOTUCATU,9º ANO EF,"3,2640","2,3860","2,83","0,9237","2,61","2,95",2,INTERIOR,2019,20303,224
16852,014850,JOAO QUEIROZ MARQUES PROF,BOTUCATU,BOTUCATU,3º ANO EM,"2,8070","1,4813","2,14","0,8875","1,90","2,13",3,INTERIOR,2019,20303,224
16853,016512,ALDO ANGELINI,BOTUCATU,PORANGABA,9º ANO EF,"3,6953","3,2967","3,50","0,9720","3,40","3,77",2,INTERIOR,2019,20303,553
16854,016512,ALDO ANGELINI,BOTUCATU,PORANGABA,3º ANO EM,"4,0787","2,5800","3,33","0,9300","3,10","3,27",3,INTERIOR,2019,20303,553
16855,917312,FRANCISCO GUEDELHA PROF,BOTUCATU,BOTUCATU,9º ANO EF,"3,7930","2,4730","3,13","0,8428","2,64","2,93",2,INTERIOR,2019,20303,224
16856,917312,FRANCISCO GUEDELHA PROF,BOTUCATU,BOTUCATU,3º ANO EM,"1,5280","0,8697","1,20","0,7798","0,94","1,99",3,INTERIOR,2019,20303,224
16857,043102,LYDIA HELENA FRANDSEN STUHR PROFESSORA,BIRIGUI,BIRIGUI,9º ANO EF,"4,4793","3,9333","4,21","0,9982","4,20","4,38",2,INTERIOR,2019,20803,214
16858,043102,LYDIA HELENA FRANDSEN STUHR PROFESSORA,BIRIGUI,BIRIGUI,3º ANO EM,"4,3063","2,6010","3,45","0,9915","3,42","3,57",3,INTERIOR,2019,20803,214
16859,014825,CARDOSO DE ALMEIDA,BOTUCATU,BOTUCATU,9º ANO EF,"3,9050","3,6167","3,76","0,9239","3,47","3,92",2,INTERIOR,2019,20303,224
16860,014825,CARDOSO DE ALMEIDA,BOTUCATU,BOTUCATU,3º ANO EM,"2,7000","1,6480","2,17","0,8081","1,75","2,07",3,INTERIOR,2019,20303,224
16861,905938,HERMINIO CANTISANI PROFESSOR,BIRIGUI,BIRIGUI,9º ANO EF,"5,1173","4,8857","5,00","0,9311","4,66","4,80",2,INTERIOR,2019,20803,214
16862,905938,HERMINIO CANTISANI PROFESSOR,BIRIGUI,BIRIGUI,3º ANO EM,"3,0803","2,2567","2,67","0,8470","2,26","2,77",3,INTERIOR,2019,20803,214
16863,014849,AMERICO VIRGINIO DOS SANTOS PROF,BOTUCATU,BOTUCATU,9º ANO EF,"2,9687","2,6370","2,80","0,9694","2,71","3,56",2,INTERIOR,2019,20303,224
16864,014849,AMERICO VIRGINIO DOS SANTOS PROF,BOTUCATU,BOTUCATU,3º ANO EM,"2,5717","1,6673","2,12","0,9353","1,98","3,38",3,INTERIOR,2019,20303,224
16865,925755,ALVARO JOSE DE SOUZA,BOTUCATU,BOTUCATU,9º ANO EF,"3,2863","3,1927","3,24","0,8438","2,73","3,01",2,INTERIOR,2019,20303,224
16866,030120,CARLOS ROSA DOUTOR,BIRIGUI,BIRIGUI,9º ANO EF,"4,8333","4,5733","4,70","1,0000","4,70","4,89",2,INTERIOR,2019,20803,214
16867,014837,EUCLIDES DE CARVALHO CAMPOS PROF,BOTUCATU,BOTUCATU,9º ANO EF,"3,7780","3,1850","3,48","0,9356","3,26","3,51",2,INTERIOR,2019,20303,224
16868,014837,EUCLIDES DE CARVALHO CAMPOS PROF,BOTUCATU,BOTUCATU,3º ANO EM,"2,0437","1,2260","1,63","0,7951","1,30","2,28",3,INTERIOR,2019,20303,224
16869,030107,AGOSTINHO GRIGOLETO,BIRIGUI,BREJO ALEGRE,9º ANO EF,"3,6363","3,5413","3,59","0,9826","3,53","4,44",2,INTERIOR,2019,20803,776
16870,030107,AGOSTINHO GRIGOLETO,BIRIGUI,BREJO ALEGRE,3º ANO EM,"3,7687","3,3340","3,55","0,9457","3,36","3,51",3,INTERIOR,2019,20803,776
16871,030235,ENZO BRUNO CARRAMASCHI PROFESSOR,BIRIGUI,BILAC,9º ANO EF,"4,9750","5,1857","5,08","0,9783","4,97","5,07",2,INTERIOR,2019,20803,213
16872,030235,ENZO BRUNO CARRAMASCHI PROFESSOR,BIRIGUI,BILAC,3º ANO EM,"2,7587","2,1837","2,47","0,9877","2,44","3,52",3,INTERIOR,2019,20803,213
16873,017905,JOSE SIQUEIRA BUENO,BRAGANCA PAULISTA,PIRACAIA,9º ANO EF,"3,5597","2,9690","3,26","0,9524","3,10","3,99",2,INTERIOR,2019,20403,534
16874,017905,JOSE SIQUEIRA BUENO,BRAGANCA PAULISTA,PIRACAIA,3º ANO EM,"3,1943","1,8667","2,53","0,8605","2,18","3,26",3,INTERIOR,2019,20403,534
16875,016718,ARISTEU VASCONCELLOS LEITE,BOTUCATU,CESARIO LANGE,3º ANO EM,"3,1383","2,0297","2,58","0,8707","2,25","2,64",3,INTERIOR,2019,20303,264
16876,017875,ESTANISLAU AUGUSTO PROFESSOR,BRAGANCA PAULISTA,PINHALZINHO,3º ANO EM,"3,5937","2,3847","2,99","0,8997","2,69","2,89",3,INTERIOR,2019,20403,531
16877,017851,JOAO DE MORAES GOES,BRAGANCA PAULISTA,PIRACAIA,9º ANO EF,"3,6907","2,9623","3,33","0,9900","3,30","3,60",2,INTERIOR,2019,20403,534
16878,017851,JOAO DE MORAES GOES,BRAGANCA PAULISTA,PIRACAIA,3º ANO EM,"3,3053","2,1407","2,72","0,9429","2,56","3,14",3,INTERIOR,2019,20403,534
16879,026931,DATHAN CERVO PROFESSOR,FERNANDOPOLIS,INDIAPORA,9º ANO EF,"5,0470","4,6667","4,86","0,9863","4,79","4,91",2,INTERIOR,2019,20702,355
16880,026931,DATHAN CERVO PROFESSOR,FERNANDOPOLIS,INDIAPORA,3º ANO EM,"3,3333","3,0113","3,17","0,9451","3,00","3,18",3,INTERIOR,2019,20702,355
16881,909373,ELZA PECANHA DE GODOY,BRAGANCA PAULISTA,PIRACAIA,9º ANO EF,"4,7477","4,3073","4,53","0,9947","4,51","4,66",2,INTERIOR,2019,20403,534
16882,499043,PROFESSORA MARIA ELOIZA PINHEIRO RAMOS,BRAGANCA PAULISTA,NAZARE PAULISTA,9º ANO EF,"2,6193","1,7543","2,19","1,0000","2,19","2,90",2,INTERIOR,2019,20403,472
16883,499043,PROFESSORA MARIA ELOIZA PINHEIRO RAMOS,BRAGANCA PAULISTA,NAZARE PAULISTA,3º ANO EM,"3,3340","1,5687","2,45","0,9800","2,40","2,62",3,INTERIOR,2019,20403,472
16884,919214,LUZIA DELLA ROSA HACL PROFESSORA,BRAGANCA PAULISTA,NAZARE PAULISTA,5º ANO EF,"5,2530","4,0193","4,64","1,0000","4,64","4,89",1,INTERIOR,2019,20403,472
16885,479111,HENRIQUE MIGUEL HACL PROFESSOR,BRAGANCA PAULISTA,NAZARE PAULISTA,9º ANO EF,"5,4903","3,0157","4,25","1,0000","4,25","4,55",2,INTERIOR,2019,20403,472
16886,479111,HENRIQUE MIGUEL HACL PROFESSOR,BRAGANCA PAULISTA,NAZARE PAULISTA,3º ANO EM,"1,9447","1,6673","1,81","0,9667","1,75","4,75",3,INTERIOR,2019,20403,472
16887,017814,JOAO ERNESTO FIGUEIREDO CORONEL,BRAGANCA PAULISTA,JOANOPOLIS,3º ANO EM,"3,7497","3,1440","3,45","0,9639","3,33","3,53",3,INTERIOR,2019,20403,403
16888,020850,MANOEL FERRAZ PROFESSOR,BRAGANCA PAULISTA,BOM JESUS DOS PERDOES,9º ANO EF,"4,6737","4,1103","4,39","0,9536","4,19","4,38",2,INTERIOR,2019,20403,220
16889,020850,MANOEL FERRAZ PROFESSOR,BRAGANCA PAULISTA,BOM JESUS DOS PERDOES,3º ANO EM,"3,5380","1,6327","2,59","0,9659","2,50","3,71",3,INTERIOR,2019,20403,220
16890,912852,RENATO DE AZEVEDO REZENDE,BRAGANCA PAULISTA,ATIBAIA,5º ANO EF,"7,1603","6,9133","7,04","1,0000","7,04","7,05",1,INTERIOR,2019,20403,190
16891,014941,PEDRO TORRES PROF,BOTUCATU,BOTUCATU,9º ANO EF,"4,1503","3,1333","3,64","0,9403","3,42","3,71",2,INTERIOR,2019,20303,224
16892,014941,PEDRO TORRES PROF,BOTUCATU,BOTUCATU,3º ANO EM,"3,9213","2,5470","3,23","0,9227","2,98","3,16",3,INTERIOR,2019,20303,224
16893,014874,ARMANDO DE SALLES OLIVEIRA DR,BOTUCATU,BOTUCATU,9º ANO EF,"3,8213","3,3333","3,58","0,9486","3,40","3,64",2,INTERIOR,2019,20303,224
16894,014874,ARMANDO DE SALLES OLIVEIRA DR,BOTUCATU,BOTUCATU,3º ANO EM,"3,1580","2,2813","2,72","0,9194","2,50","2,84",3,INTERIOR,2019,20303,224
